id,text,unit,updated,firstPeriod,latestPeriod,active,variables
BEBRIT02,Seneste anvendelse af internet - procent af befolkningen (16-74 år),pct.,2020-06-24T08:00:00,2008,2020,True,"['type', 'seneste anvendelse', 'tid']"
BEBRIT07,Køb via internet - procent af befolkningen (16-74 år),pct.,2020-06-24T08:00:00,2008,2020,True,"['type', 'seneste køb', 'tid']"
BEBRIT08,Internetkøb inden for sidste år,pct.,2020-06-24T08:00:00,2008,2020,True,"['type', 'produkt', 'tid']"
BEBRIT19,Problemer med it-sikkerhed inden for det seneste år - pct. af internetbrugere (16-74 år),pct.,2019-08-13T08:00:00,2019,2019,True,"['type', 'aktivitet', 'tid']"
BEBRIT09,Brug af internet til private formål - procent af befolkningen (16-74 år),pct.,2020-10-08T08:00:00,2008,2020,True,"['type', 'formål', 'tid']"
BEBRIT18,Brug af cloud computing - procent af befolkningen (16-74 år),pct.,2020-06-24T08:00:00,2014,2020,True,"['type', 'tid']"
FABRIT01,Familiernes adgang til pc og internet i hjemmet,pct.,2020-06-24T08:00:00,2008,2020,True,"['type', 'adgang', 'tid']"
BEBRIT11,Befolkningens internetkøb fordelt på internetforhandlere,pct.,2020-06-24T08:00:00,2008,2020,True,"['type', 'forhandlere', 'tid']"
BEBRIT20,Anvendelse af streamingtjenester - procent af befolkningen (16-89 år),pct.,2020-08-26T08:00:00,2014,2020,True,"['type', 'formål', 'tid']"
ITAV3,Virksomhedernes adgang til it-kompetencer (10+ ansatte),pct.,2020-09-03T08:00:00,2014,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV4,Virksomhedernes brug af hjemmesider og sociale medier (10+ ansatte),pct.,2020-09-03T08:00:00,2004,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV5,Virksomhedernes brug af digitale forretningsløsninger (10+ ansatte),pct.,2020-09-03T08:00:00,2007,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV9,Virksomhedernes adgang til internettet (10+ ansatte),pct.,2020-09-03T08:00:00,2004,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV12,Andel virksomheder med e-handel,pct.,2020-09-03T08:00:00,2008,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV13,Virksomhedernes omsætning og køb fra e-handel,pct.,2020-09-03T08:00:00,2013,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV14,Virksomhedernes brug af avancerede teknologier,pct.,2020-09-03T08:00:00,2017,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
ITAV15,Virksomhedernes brug af it-sikkerhed,pct.,2020-09-03T08:00:00,2016,2020,True,"['virksomhedsstørrelse', 'branche (DB07)', 'emner', 'tid']"
BDF11,Bedrifter,-,2020-03-26T08:00:00,2010,2019,True,"['område', 'enhed', 'bedriftstype', 'areal', 'tid']"
BDF107,Bedrifter,-,2020-03-26T08:00:00,2006,2019,True,"['område', 'type', 'alder', 'tid']"
BDF207,Bedrifter med forpagtning,-,2020-03-26T08:00:00,2006,2019,True,"['område', 'type', 'areal', 'tid']"
BDF51,Bedrifter,-,2015-09-11T09:00:00,2010,2010,True,"['område', 'udvalgte bedrifter, afgrøder og husdyr', 'tid']"
BDF1974,Bedrifter (historisk),antal,2019-02-08T08:00:00,1970,1981,True,"['område', 'areal', 'tid']"
BDF14,Bedrifter,antal,2020-03-26T08:00:00,2006,2019,True,"['virksomhedsform', 'bedriftstype', 'tid']"
BDF15,Bedrifter,antal,2020-03-26T08:00:00,2006,2019,True,"['virksomhedsform', 'bedriftsstørrelser', 'tid']"
FORP1,Bedrifter med forpagtning,-,2020-03-26T08:00:00,1982,2019,True,"['enhed', 'areal', 'forpagtning', 'tid']"
FORP2,Bedrifter med forpagtning,-,2020-03-26T08:00:00,1982,2019,True,"['enhed', 'landmandens alder', 'forpagtning', 'tid']"
BDF307,Beskæftigede i landbruget,antal,2019-05-09T08:00:00,2007,2018,True,"['område', 'enhed', 'type', 'arbejdstid', 'tid']"
BDF6,Medhjælpere i landbruget,antal,2019-05-10T08:00:00,1982,2018,True,"['område', 'antal ansatte', 'bedriftstype', 'tid']"
BDF7,Medhjælpere i landbruget,-,2019-05-10T08:00:00,1982,2018,True,"['areal', 'antal ansatte', 'bedriftstype', 'tid']"
BDF807,Bedrifter,-,2017-05-22T09:00:00,2007,2016,True,"['område', 'beskæftigede uden for bedriften', 'tid']"
BDF907,Bedrifter med andre aktiviteter end landbrug,antal,2017-05-22T09:00:00,2007,2016,True,"['område', 'aktivitet', 'tid']"
GAARD1,Bedrifter med gårdbutik,antal,2019-03-29T08:00:00,2012,2017,True,"['område', 'bedriftstype', 'tid']"
GAARD2,Bedrifter med gårdbutik,antal,2019-03-28T08:00:00,2012,2017,True,"['bedriftsstørrelser', 'bedriftstype', 'tid']"
AFG5,Det dyrkede areal,-,2020-07-16T08:00:00,2006,2020,True,"['område', 'enhed', 'afgrøde', 'tid']"
AFG6,Afgrøder,-,2020-03-26T08:00:00,1982,2019,True,"['afgrøde', 'enhed', 'areal', 'tid']"
AFG207,Bedrifter og arealer med udvalgte afgrøder,-,2020-03-26T08:00:00,2006,2019,True,"['område', 'areal med afgrøden', 'enhed', 'tid']"
AFG3,Bedrifter og arealer med udvalgte afgrøder,-,2020-03-26T08:00:00,1982,2019,True,"['område', 'areal med afgrøden', 'enhed', 'tid']"
AFG4,Bedrifter med korn,-,2020-03-26T08:00:00,1982,2019,True,"['område(2)', 'bedriftstype', 'areal', 'tid']"
FRUGT4,Nettoareal  og trætæthed for æbler og pærer,-,2018-01-26T08:00:00,2002,2017,True,"['enhed', 'sort', 'træernes alder', 'tid']"
VHUS15,Kulturer i væksthuse,-,2020-03-26T08:00:00,2015,2019,True,"['enhed', 'kulturer', 'tid']"
HDYR07,Husdyrbestanden,-,2020-03-26T08:00:00,2006,2019,True,"['område', 'enhed', 'art', 'tid']"
HDYR1,Husdyrbestanden,-,2020-10-06T08:00:00,1982,2019,True,"['areal', 'enhed', 'art', 'tid']"
HDYR2,Husdyrbestanden,antal,2020-03-26T08:00:00,2012,2019,True,"['enhed', 'besætningsstørrelse', 'tid']"
HDYR1920,Husdyrbestanden (historisk),1.000 stk.,2019-02-25T08:00:00,1920,1981,True,"['husdyrtype', 'tid']"
KOMB07,Besætningskombinationer med kvæg og svin,antal,2020-03-26T08:00:00,2006,2019,True,"['område', 'type', 'enhed', 'tid']"
KVAEG5,Kvægbestanden,antal,2021-01-25T08:00:00,2008K1,2020K4,True,"['område', 'art', 'tid']"
SVIN,Svinebestanden,1.000 stk.,2021-02-09T08:00:00,1998K1,2021K1,True,"['type', 'tid']"
PELS11,Bedrifter med pelsdyr,antal,2020-03-26T08:00:00,2010,2019,True,"['bedriftsoplysninger', 'besætningsstørrelse', 'tid']"
PELS22,Bedrifter med pelsdyr,antal,2020-03-26T08:00:00,2010,2019,True,"['område', 'bedriftsoplysninger', 'tid']"
PELS33,Bedrifter med pelsdyr,antal,2020-03-26T08:00:00,2010,2019,True,"['område', 'bedriftsoplysninger', 'tid']"
PELS55,Bedrifter med pelsdyr,-,2020-03-26T08:00:00,2010,2019,True,"['arealstørrelse', 'bedriftsoplysninger', 'tid']"
ANI11,Samlede værdier og indeks for animalske landbrugsprodukter (kvartal),-,2021-02-23T08:00:00,2015K1,2020K4,True,"['indekstype', 'tid']"
ANI2,Samlede værdier og indeks for animalske landbrugsprodukter (år),mio. kr.,2020-05-20T08:00:00,1995,2019,True,"['indekstype', 'tid']"
ANI4,Slagtninger og produktion af kvæg,-,2020-05-20T08:00:00,1990,2019,True,"['kategori', 'enhed', 'tid']"
ANI41,Slagtninger og produktion af kvæg,-,2021-02-15T08:00:00,1995M01,2020M12,True,"['kategori', 'enhed', 'tid']"
ANI5,Slagtninger og produktion af svin,-,2020-05-20T08:00:00,1990,2019,True,"['kategori', 'enhed', 'tid']"
ANI51,Slagtninger og produktion af svin,-,2021-02-15T08:00:00,1995M01,2020M12,True,"['kategori', 'enhed', 'tid']"
ANI6,Slagtninger og produktion af fjerkræ,-,2020-05-20T08:00:00,1990,2019,True,"['kategori', 'enhed', 'tid']"
ANI61,Slagtninger og produktion af fjerkræ,-,2021-02-23T08:00:00,1995K1,2020K4,True,"['kategori', 'enhed', 'tid']"
ANI9,Slagtninger og eksport,1.000 stk.,2020-05-20T08:00:00,2005,2019,True,"['kategori', 'enhed', 'tid']"
ANI7,Mælkeproduktion og anvendelse,-,2020-05-20T08:00:00,1990,2019,True,"['enhed', 'tid']"
ANI71,Mælkeproduktion og anvendelse,-,2021-02-15T08:00:00,1995M01,2020M12,True,"['enhed', 'tid']"
ANI8,Ægproduktion og produktionsformer,-,2020-05-20T08:00:00,1990,2019,True,"['enhed', 'tid']"
ANI81,Ægproduktion og produktionsformer,-,2021-02-23T08:00:00,1995K1,2020K4,True,"['enhed', 'tid']"
PELS6,Produktion af skind,1.000 stk.,2020-05-11T08:00:00,1990,2019,True,"['dyreart', 'tid']"
FRO,Frøproduktion,-,2020-05-26T08:00:00,1989,2019,True,"['afgrøde', 'enhed', 'tid']"
HALM1,Halmudbytte og halmanvendelse,-,2020-04-21T08:00:00,2006,2019,True,"['område', 'afgrøde', 'enhed', 'anvendelse', 'tid']"
HST5,Prognose for vinterafgrøder til høst,1.000 ha,2020-11-25T08:00:00,2000,2021,True,"['afgrøde', 'enhed', 'tid']"
HST77,Høstresultat,-,2020-12-03T08:00:00,2006,2020,True,"['område', 'afgrøde', 'enhed', 'tid']"
HST1920,Høstresultat (historisk),-,2016-05-10T09:00:00,1920,1981,True,"['afgrøde', 'tid']"
KORN,Anvendelsen af korn,mio. kg,2021-02-11T08:00:00,1995,2019,True,"['afgrøde', 'periode', 'oprindelse', 'type', 'tid']"
KORN2,Lager og omsætning af korn,mio. kg,2021-02-11T08:00:00,2000H1,2020H1,True,"['afgrøde', 'aktører', 'tid']"
VHUS1,Væksthuse,-,2018-10-02T08:00:00,1993,2017,True,"['område', 'strukturforhold', 'tid']"
VHUS2,Væksthussektorens forbrug,-,2018-10-02T08:00:00,2002,2017,True,"['produktion', 'væksthusareal i kvadratmeter (m2)', 'areal og forbrug', 'tid']"
GARTN1,Produktion af frugt og grønt,-,2020-11-26T08:00:00,2003,2019,True,"['område', 'enhed', 'afgrøde', 'tid']"
FODER1,Foderforbruget,-,2021-02-11T08:00:00,1990:1991,2019:2020,True,"['fodermiddel', 'oprindelse', 'enhed', 'tid']"
FODER2,Fordeling af foder,mio. kg,2020-05-26T08:00:00,1992,2019,True,"['fodermiddel', 'anvendelse', 'tid']"
FODER3,Produktion af foder,mio. kg,2021-02-11T08:00:00,1990,2019,True,"['foderblanding', 'periode', 'tid']"
FODER5,"Foderbalance efter fodermiddel, periode og anvendelse",mio. kg,2020-05-26T08:00:00,2000,2019,True,"['fodermiddel', 'periode', 'anvendelse', 'tid']"
KVAEL2,Den samlede handelsgødningsforsyning/Indhold af rene næringsstoffer,-,2020-05-26T08:00:00,1983:1984,2017:2018,True,"['stoftype', 'måleenhed', 'tid']"
PEST1,Salget af pesticider til anvendelse i landbrugets planteavl samt behandlingshyppighed,-,2020-11-26T08:00:00,1981,2018,True,"['pesticidgruppe', 'måleenhed', 'tid']"
PEST2,Det samlede pesticidsalg,-,2020-11-26T08:00:00,1981,2018,True,"['pesticidtype', 'måleenhed', 'tid']"
LBFI1,Landbrugets bruttofaktorindkomst,mio. kr.,2020-05-26T08:00:00,1990,2019,True,"['type', 'tid']"
LBFI2,"Landbrugets bruttofaktorindkomst, regionalt",mio. kr.,2020-11-26T08:00:00,2007,2019,True,"['region', 'type', 'tid']"
TILSKUD1,Direkte tilskud til landbrugssektoren,mio. kr.,2020-05-26T08:00:00,2015,2019,True,"['tilskudsart', 'tid']"
LBF3,Direkte skatter og afgifter i landbruget,mio. kr.,2020-05-26T08:00:00,1990,2019,True,"['type', 'tid']"
LBFPRIS1,Pris- og mængdeindeks for landbrugets salg og forbrug i produktionen,indeks,2020-05-26T08:00:00,2015,2019,True,"['produkt', 'indekstype', 'tid']"
ANI301,Mængde- og prisindeks for animalske landbrugsprodukter (år),-,2020-05-20T08:00:00,2015,2019,True,"['varegruppe', 'indekstype', 'tid']"
ANI302,Mængde- og prisindeks for animalske landbrugsprodukter (kvartal),-,2021-02-23T08:00:00,2015K1,2020K4,True,"['varegruppe', 'indekstype', 'tid']"
ANI303,Mængde- og prisindeks for animalske landbrugsprodukter (måned),indeks,2021-02-15T08:00:00,2015M01,2020M12,True,"['varegruppe', 'indekstype', 'tid']"
FODER6,Værdiberegning for foderstoffer,-,2020-05-26T08:00:00,2000,2019,True,"['foder', 'enhed', 'tid']"
JB4,Jordbrugets faste bruttoinvesteringer,mio. kr.,2020-10-09T08:00:00,2010,2019,True,"['investeringstype', 'beløb', 'tid']"
JB2,Jordbrugets afskrivninger og nettoinvesteringer,mio. kr.,2020-10-09T08:00:00,2005,2019,True,"['investeringstype', 'tid']"
JB3,Jordbrugets renteudgifter og gæld,mio. kr.,2020-10-08T08:00:00,2006,2019,True,"['udgiftstype', 'tid']"
KAPIT1,Kapitelstakster,kr. pr. 100 kg,2021-02-12T08:00:00,1985,2020,True,"['kapitelstakstområder', 'kornart', 'tid']"
JORD1,Resultatopgørelse for alle bedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype, region, standardoutput', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD2,Resultatopgørelse for heltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype, årsværk', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD3,Resultatopgørelse for deltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD4,Familiernes økonomi for heltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD5,Familiernes økonomi for deltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD6,Nøgletal for alle bedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype, region, standardoutput', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD7,Nøgletal for alle heltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype, årsværk', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD8,Nøgletal for deltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD9,Energiforbrug for heltidsbedrifter (gennemsnit),gns.,2020-09-28T08:00:00,2008,2019,True,"['bedriftstype', 'kvartilgruppe', 'regnskabsposter', 'tid']"
JORD100,Regnskabsstatistik i 100 år,-,2020-09-28T08:00:00,1916,2019,True,"['bedriftstype', 'enhed', 'regnskabsposter', 'tid']"
REGNPRO1,Dækningsbidrag og jordrente,-,2021-01-15T08:00:00,2008,2019,True,"['regnskabsposter for planter', 'produktionsgrene', 'tid']"
REGNPRO2,Dækningsbidrag og nettooverskud,-,2021-01-15T08:00:00,2008,2019,True,"['regnskabsposter for husdyr', 'produktionsgrene', 'tid']"
SKOV11,Skovarealet,ha,2020-12-15T08:00:00,1990,2019,True,"['område', 'bevoksning', 'tid']"
SKOV55A,Hugsten i skove og plantager i Danmark,1.000 m3,2019-11-18T08:00:00,1950,1989,True,"['område', 'træsort', 'tid']"
SKOV55,Hugsten i skove og plantager i Danmark,1.000 m3,2020-12-15T08:00:00,2006,2019,True,"['område', 'træsort', 'tid']"
SKOV6,Hugsten i skove og plantager i Danmark,1.000 m3,2020-12-15T08:00:00,1990,2019,True,"['område', 'træsort', 'areal', 'tid']"
SKOV33,Skovbedrifter,antal,2020-12-15T08:00:00,2012,2019,True,"['område', 'skovbedriftens areal', 'dyrkning og hugst', 'tid']"
FISK1,Danske fiskefartøjer,antal,2020-04-02T08:00:00,1996,2019,True,"['område', 'enhed', 'fartøjstype', 'længde', 'tonnage', 'tid']"
FISK2,Danske fartøjers landing af fisk,-,2020-04-02T08:00:00,1996,2019,True,"['fangstområde', 'landingsplads', 'enhed', 'fiskeart', 'tid']"
FISK3,Landinger af fisk i Danmark,-,2020-04-02T08:00:00,1996,2019,True,"['fangstområde', 'landingsplads', 'enhed', 'fiskeart', 'tid']"
AKV1,Akvakultur,-,2020-11-19T08:00:00,2009,2019,True,"['anlægstype', 'enhed', 'fiske- og skaldyrsarter', 'tid']"
AKFIREGN,Regnskabsstatistik for fiskeri og akvakultur,-,2020-02-28T08:00:00,2009,2018,True,"['erhverv', 'regnskabsposter', 'tid']"
AKREGN,Regnskabsstatistik for akvakultur,-,2020-02-28T08:00:00,2009,2018,True,"['enhed', 'anlægstype', 'regnskabsposter', 'tid']"
FIREGN1,Regnskabsstatistik for fiskeri (total),-,2020-02-28T08:00:00,2009,2018,True,"['fartøjslængde', 'regnskabsposter', 'tid']"
FIREGN2,Regnskabsstatistik for fiskeri (gennemsnit pr. enhed),-,2020-02-28T08:00:00,2009,2018,True,"['fartøjslængde', 'regnskabsposter', 'tid']"
NFISK,Nøgletal for fiskeri,-,2020-02-28T08:00:00,2009,2018,True,"['fartøjslængde', 'regnskabsposter', 'tid']"
NAK,Nøgletal for akvakultur,-,2020-02-28T08:00:00,2009,2018,True,"['anlægstype', 'regnskabsposter', 'tid']"
IPOO2015,Industriens omsætningssituation,indeks,2021-02-08T08:00:00,2000M01,2020M12,True,"['omsætning', 'sæsonkorrigering', 'branche (DB07)', 'tid']"
IPOP2015,Industriens produktionsindeks,indeks,2021-02-08T08:00:00,2000M01,2020M12,True,"['sæsonkorrigering', 'branche (DB07)', 'tid']"
VARER,Industriens salg af egne varer (kvartal),-,2021-03-01T08:00:00,1995K1,2020K4,True,"['varegruppe', 'enhed', 'tid']"
VARER1,Industriens salg af egne varer (år),-,2021-03-01T08:00:00,1995,2020,True,"['varegruppe', 'enhed', 'tid']"
VARER2S,"Industriens salg af egne varer, SITC (kvartal)",1.000 kr.,2021-03-01T08:00:00,2007K1,2020K4,True,"['SITC-hovedgrupper', 'sæsonkorrigering', 'tid']"
VARER3,"Industriens salg af egne varer, SITC (år)",1.000 kr.,2021-03-01T08:00:00,2007,2020,True,"['SITC-hovedgrupper', 'tid']"
OMS5,Industriens salg (kvartal),1.000 kr.,2021-03-01T08:00:00,2000K1,2020K4,True,"['branche (DB07)', 'omsætningstype', 'sæsonkorrigering', 'tid']"
OMS6,Industriens salg (år),1.000 kr.,2021-03-01T08:00:00,2000,2020,True,"['branche (DB07)', 'omsætningstype', 'tid']"
RAAV,"Industriens køb af råvarer, komponenter og hjælpestoffer",-,2020-05-11T08:00:00,2002,2018,True,"['varegruppe (6 cifre)', 'enhed', 'tid']"
RAAV1,Industriens køb af varer,-,2020-05-11T08:00:00,2002,2018,True,"['varegruppe (2 cifre)', 'branche (DB07)', 'enhed', 'tid']"
RAAV2,Industriens køb af emballage,1.000 kr.,2020-05-11T08:00:00,2002,2018,True,"['varegruppe (6 cifre)', 'branche (DB07)', 'enhed', 'tid']"
RAAV3,Industriens køb af tjenester,-,2020-05-11T08:00:00,2002,2018,True,"['varegruppe (6 cifre)', 'branche (DB07)', 'enhed', 'tid']"
LAG7,Industriens og engroshandlens lagre,mio. kr.,2021-02-26T08:00:00,2001K1,2020K4,True,"['branche (DB07)', 'lagervaretype', 'prisenhed', 'tid']"
LAG5S,Ændringer i industriens og engroshandlens lagre,mio. kr.,2021-02-26T08:00:00,2001K1,2020K4,True,"['branche (DB07)', 'sæsonkorrigering', 'tid']"
BYGV11,Den samlede byggeaktivitet (ikke korrigeret for forsinkelser),m2,2021-02-05T08:00:00,2006K1,2020K4,True,"['område', 'byggefase', 'anvendelse', 'bygherreforhold', 'tid']"
BYGV22,Fuldført byggeri (ikke korrigeret for forsinkelser),-,2021-02-05T08:00:00,2006K1,2020K4,True,"['område', 'enhed', 'påbegyndelsesår', 'byggesagstype', 'anvendelse', 'tid']"
BYGV33,Boliger i det samlede boligbyggeri (ikke korrigeret for forsinkelser),antal,2021-02-05T08:00:00,2006K1,2020K4,True,"['område', 'byggefase', 'anvendelse', 'bygherreforhold', 'tid']"
BYGV01,Landstal for den samlede byggeaktivitet (ikke korrigeret for forsinkelser),m2,2021-02-05T08:00:00,1982,2020,True,"['byggefase', 'anvendelse', 'bygherreforhold', 'tid']"
BYGV02,Landstal for fuldført byggeri (ikke korrigeret for forsinkelser),-,2021-02-05T08:00:00,1998,2020,True,"['påbegyndelsesår', 'enhed', 'byggesagstype', 'anvendelse', 'tid']"
BYGV03,Landstal for boliger i det samlede boligbyggeri (ikke korrigeret for forsinkelser),antal,2021-02-05T08:00:00,1981,2020,True,"['byggefase', 'anvendelse', 'bygherreforhold', 'tid']"
BYGV80,Det samlede etageareal (korrigeret for forsinkelser),m2,2021-02-05T08:00:00,1998M01,2020M12,True,"['byggefase', 'anvendelse', 'tid']"
BYGV88,Det samlede etageareal (korrigeret for forsinkelser),m2,2021-02-05T08:00:00,1998M01,2020M12,True,"['byggefase', 'anvendelse', 'bygherreforhold', 'sæsonkorrigering', 'tid']"
BYGV90,Boliger i det samlede boligbyggeri (korrigeret for forsinkelser),antal,2021-02-05T08:00:00,1998M01,2020M12,True,"['byggefase', 'anvendelse', 'tid']"
BYGV99,Boliger i det samlede boligbyggeri (korrigeret for forsinkelser),antal,2021-02-05T08:00:00,1998M01,2020M12,True,"['byggefase', 'anvendelse', 'bygherreforhold', 'sæsonkorrigering', 'tid']"
BYGVFORS,Ændring i indberetninger fra første til seneste indberetning,pct.,2021-02-05T08:00:00,2006K1,2020K4,True,"['byggefase', 'tid']"
BYGV04,Den samlede byggeaktivitet (historisk oversigt),m2,2021-02-05T08:00:00,1939,2020,True,"['byggefase', 'anvendelse', 'tid']"
BYGV05A,Det samlede boligbyggeri (historisk oversigt),antal,2021-02-05T08:00:00,1917,2020,True,"['byggefase', 'anvendelse', 'tid']"
BYGV05B,Det samlede boligbyggeri (historisk oversigt),antal,2021-02-05T08:00:00,1917,2020,True,"['byggefase', 'bygherreforhold', 'tid']"
BYGV06,Gennemsnitligt samlet areal i nyopførte boliger (historisk oversigt),m2,2021-02-05T08:00:00,1916,2020,True,"['anvendelse', 'tid']"
BYGPRO,Produktionsindeks for bygge- og anlægssektoren,indeks,2021-02-26T08:00:00,2000M01,2020M12,True,"['branche', 'tid']"
BYGOMS1,Omsætning i byggeri og anlæg,mio. kr.,2021-01-20T08:00:00,2015K1,2020K3,True,"['branche (DB07)', 'arbejdets art', 'tid']"
BYGOMS2,Omsætning i byggeri og anlæg,mio. kr.,2020-04-24T08:00:00,2015,2019,True,"['branche (DB07)', 'arbejdets art', 'tid']"
BYGR1,Byggeriets køb af varer,-,2020-04-24T08:00:00,2012,2018,True,"['varegruppe (2 cifre)', 'branche', 'enhed', 'tid']"
BYGT1,Byggeriets køb af tjenester,-,2020-04-24T08:00:00,2012,2018,True,"['tjenestegruppe', 'branche (DB07)', 'enhed', 'tid']"
BYGB12,Bygninger,antal,2020-03-24T08:00:00,2011,2020,True,"['område', 'ejerforhold', 'anvendelse', 'arealintervaller', 'tid']"
BYGB34,Bygningsbestandens areal,1.000 m2,2020-03-24T08:00:00,2011,2020,True,"['område', 'anvendelse', 'arealtype', 'opførelsesår', 'tid']"
BYGB40,Bygninger og deres opvarmede areal,-,2020-03-24T08:00:00,2011,2020,True,"['område', 'enhed', 'opvarmingsform', 'anvendelse', 'opførelsesår', 'tid']"
BYGB50,Bygninger og deres bebyggede areal,-,2020-03-24T08:00:00,2011,2020,True,"['område', 'enhed', 'tagdækningsmateriale', 'anvendelse', 'opførelsesår', 'tid']"
BYGB60,Bygninger og deres etageareal,-,2020-03-24T08:00:00,2011,2020,True,"['område', 'enhed', 'ydrevægsmateriale', 'anvendelse', 'opførelsesår', 'tid']"
BIL707,Bestanden af køretøjer pr 1. januar,antal,2020-03-20T08:00:00,2007,2020,True,"['område', 'køretøjstype', 'tid']"
BIL8,Bestand af køretøjer pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['køretøjstype', 'alder', 'tid']"
BIL907,Bestand af påhængsvogne pr. 1. januar,antal,2020-03-20T08:00:00,2007,2020,True,"['område', 'ejerskab', 'tid']"
BIL710,Bestanden af personbiler pr.1. januar,antal,2020-03-20T08:00:00,2018,2020,True,"['område', 'ejerforhold', 'drivmiddel', 'tid']"
BIL10,Bestanden af personbiler pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['drivmiddel', 'egenvægt', 'tid']"
BIL11,Bestanden af personbiler pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['anvendelse', 'egenvægt', 'tid']"
BIL21,Bestanden af personbiler pr. 1. januar,antal,2020-03-20T08:00:00,2011,2020,True,"['alder', 'drivmiddel', 'tid']"
BIL12,Bestanden af busser pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['drivmiddel', 'totalvægt', 'tid']"
BIL13,bestanden af busser pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['ejerforhold', 'totalvægt', 'tid']"
BIL14,Bestanden af busser pr. 1. januar,-,2020-03-20T08:00:00,1993,2020,True,"['anvendelse', 'siddepladser', 'enhed', 'tid']"
BIL15,Bestanden af varebiler pr. 1 januar,antal,2020-03-20T08:00:00,1993,2020,True,"['drivmiddel', 'totalvægt', 'tid']"
BIL16,Bestanden af varebiler pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['ejerforhold', 'totalvægt', 'tid']"
BIL17,Bestanden af varebiler pr. 1. januar,antal,2020-03-20T08:00:00,1993,2020,True,"['ejerforhold', 'anvendelse', 'tid']"
BIL18,Bestanden af lastbiler,antal,2020-03-20T08:00:00,1993,2020,True,"['drivmiddel', 'antal aksler', 'totalvægt', 'tid']"
BIL40,Fremskrivning af personbilbestand,-,2020-03-27T08:00:00,2020,2024,True,"['bestanddele', 'tid']"
BANE51,Jernbanernes rullende materiel pr. 1. januar,antal,2020-08-31T08:00:00,1990,2020,True,"['togtype', 'tid']"
BANE52,Siddepladser og lasteevne i tog pr. 1. januar,antal,2020-08-31T08:00:00,1990,2020,True,"['vogntype', 'enhed', 'tid']"
BANE53,Investeringer i rullende materiel,mio. kr.,2020-08-31T08:00:00,1990,2019,True,"['investeringstype', 'enhed', 'tid']"
SKIB11,Danske skibe  pr. 1. januar,-,2020-05-12T08:00:00,1990,2020,True,"['skibstype', 'skibsregister', 'enhed', 'tid']"
SKIB12,Danske skibe pr. 1. januar,-,2020-05-12T08:00:00,1994,2020,True,"['skibstype', 'bruttotonnage (BT)', 'enhed', 'tid']"
SKIB13,Danske skibe 1. januar,-,2020-05-12T08:00:00,1994,2020,True,"['skibstype', 'alder', 'enhed', 'tid']"
SKIB14,Danske handelsskibe pr. 1. januar,-,2020-05-12T08:00:00,1990,2020,True,"['skibstype', 'enhed', 'tid']"
VEJ23,Trafikarbejdet med danske køretøjer på danske veje,mio. køretøjskm,2020-10-30T08:00:00,2000,2019,True,"['transportmiddel', 'tid']"
VEJ22,Motorkøretøjer pr. døgn,antal,2020-10-30T08:00:00,1988,2019,True,"['vejstrækning', 'tid']"
BANE31,Trafikarbejde med tog,1.000 togkm,2020-08-31T08:00:00,1990,2019,True,"['transporttype', 'tid']"
